id,nome,cpf,dt_nascimento,nome_responsavel,matricula,dt_matricula,email,tb_curso_id
3107,Juan Moreira,11694206963,2004-11-06,Bárbara Viana Ribeiro,771594,2023-09-11,juan_moreira@mail.com,3
3108,Ian Gonçalves,95918337288,1999-05-01,Ian Fogaça Cunha,55189,2021-11-27,ian_gonçalves@mail.com,1
3109,Marina Pires,78683587785,2003-05-24,Beatriz Monteiro Santos,780355,2022-12-04,marina_pires@mail.com,1
3110,Sarah Santos,95516868832,1984-11-25,Stephany Cardoso Fogaça,566857,2020-11-16,sarah_santos@mail.com,5
3111,Cecília Castro,57903017203,1985-01-03,Benjamin Nascimento Martins,721342,2023-10-13,cecília_castro@mail.com,6
3112,Henrique Moreira,14645325527,1994-09-08,Carlos Eduardo Melo Viana,775303,2019-01-13,henrique_moreira@mail.com,3
3113,Raul Cunha,89893121205,1999-05-21,Anthony Moura da Rosa,86637,2023-07-09,raul_cunha@mail.com,2
3114,Felipe da Paz,75899118833,2002-02-09,Enrico Pereira Jesus,425019,2020-11-29,felipe_da@mail.com,2
3115,Ana Laura Peixoto,80442076528,1991-02-22,Ana Laura Barros Moura,658532,2021-11-20,ana_laura@mail.com,3
3116,Sofia Almeida,28815411358,1992-06-19,Larissa Ferreira Vieira,483726,2020-03-27,sofia_almeida@mail.com,2
3117,Luigi Ribeiro,68271037644,1986-11-16,Vitória Rezende Mendes,168461,2019-09-30,luigi_ribeiro@mail.com,6
3118,Rodrigo Gomes,7113246111,1984-05-08,João Miguel Fogaça Azevedo,255924,2019-09-09,rodrigo_gomes@mail.com,4
3119,Clarice da Cunha,23039103678,2002-03-31,Camila da Rosa da Mata,977635,2023-06-09,clarice_da@mail.com,6
3120,Davi Luiz Fogaça,27448252436,1985-06-15,Esther Gonçalves Monteiro,802594,2022-05-19,davi_luiz@mail.com,6
3121,Vinicius Peixoto,10072066146,2000-09-18,Vitor Gabriel Viana Silva,224298,2023-06-05,vinicius_peixoto@mail.com,3
3122,Thiago Farias,4505043537,1995-12-14,Maria Eduarda Duarte da Conceição,421385,2021-06-04,thiago_farias@mail.com,2
3123,Heitor Souza,37811291681,1984-12-28,Guilherme Souza Campos,613264,2021-05-28,heitor_souza@mail.com,4
3124,Ana Beatriz Dias,23147979953,2003-11-11,Luiza Rocha Carvalho,256423,2020-04-29,ana_beatriz@mail.com,5
3125,Guilherme Pereira,67914251161,1995-01-24,Breno Vieira da Mata,390285,2021-07-08,guilherme_pereira@mail.com,2
3126,Alícia Oliveira,92185047495,1985-10-11,Gustavo Henrique Viana Costa,104704,2022-03-12,alícia_oliveira@mail.com,6
3127,Ana Silveira,55690919047,1990-12-22,Heloísa Fogaça Caldeira,773651,2021-03-28,ana_silveira@mail.com,2
3128,Yasmin Moreira,97855352800,1994-10-11,Kevin da Paz Fernandes,987271,2023-05-06,yasmin_moreira@mail.com,2
3129,Benício Pires,46654401792,1993-01-15,Isabel Rocha Ramos,45883,2023-04-21,benício_pires@mail.com,1
3130,Gustavo Alves,19110939072,1996-06-11,Theo Farias da Rosa,486597,2021-05-06,gustavo_alves@mail.com,5
3131,Melissa Silveira,46453426518,1987-08-05,Vitor Pires Viana,227537,2022-11-08,melissa_silveira@mail.com,1
3132,Daniel Cardoso,58872768301,1990-11-25,Lucas Gabriel Moraes Silva,537920,2023-10-30,daniel_cardoso@mail.com,3
3133,Renan Lopes,45777500126,1998-05-25,Gabrielly Gomes Mendes,392179,2022-01-16,renan_lopes@mail.com,2
3134,Alana da Cunha,80537139864,1993-02-19,Marcos Vinicius Azevedo Viana,65993,2022-08-04,alana_da@mail.com,5
3135,Ana Júlia Caldeira,98217887063,1985-01-16,Alice Rodrigues Souza,332746,2020-04-30,ana_júlia@mail.com,6
3136,Yuri Azevedo,790110281,1988-01-20,Diogo da Rocha Santos,848998,2023-09-28,yuri_azevedo@mail.com,1
3137,Maria Alice da Costa,56910895282,2004-06-12,Maria Eduarda da Conceição Dias,228922,2022-01-05,maria_alice@mail.com,4
3138,Isabelly Caldeira,64824870545,1993-12-03,Maria Sophia Cavalcanti Castro,302678,2023-01-11,isabelly_caldeira@mail.com,1
3139,Lorena Silveira,18616777431,1989-09-26,Larissa Oliveira Sales,659004,2021-08-27,lorena_silveira@mail.com,3
3140,Nicolas Peixoto,30667531017,1988-11-07,Sophie Novaes Freitas,222710,2023-10-01,nicolas_peixoto@mail.com,6
3141,Alana Vieira,83806770899,1985-04-03,Ana Sophia Lopes Silveira,378988,2021-11-13,alana_vieira@mail.com,3
3142,Otávio Lopes,99652928077,2002-11-10,Olivia Farias Farias,444832,2023-05-13,otávio_lopes@mail.com,4
3143,Ryan Alves,56609871942,1995-02-02,Theo Nascimento Nascimento,500539,2020-01-29,ryan_alves@mail.com,6
3144,Matheus Souza,85938967589,2003-09-13,Luiz Felipe Silveira Silveira,932183,2023-05-06,matheus_souza@mail.com,2
3145,Larissa da Conceição,96038593470,1994-09-15,Maria Clara da Cunha Silva,824529,2019-11-23,larissa_da@mail.com,4
3146,Mariana Nunes,49885516565,1983-11-11,Isaac da Mata Porto,621199,2019-04-12,mariana_nunes@mail.com,1
3147,Ana Lívia da Rocha,1448176310,1990-04-12,Anthony Nunes Ribeiro,299331,2020-06-06,ana_lívia@mail.com,1
3148,Fernanda Pires,64873751231,1987-03-01,Cecília Ramos Rodrigues,74865,2020-02-27,fernanda_pires@mail.com,3
3149,Maria Monteiro,72882477223,1988-09-13,Lucas Azevedo Teixeira,361606,2019-06-23,maria_monteiro@mail.com,4
3150,Stephany Nunes,26636155508,1987-01-24,Pedro Henrique da Mata Santos,301715,2022-09-10,stephany_nunes@mail.com,6
3151,Sophie da Paz,43584494231,1996-01-07,Pedro Lucas Caldeira Porto,936563,2023-10-24,sophie_da@mail.com,5
3152,Otávio Cardoso,93116418744,1995-03-27,Ana Laura Azevedo Cunha,703906,2022-11-16,otávio_cardoso@mail.com,1
3153,Breno Teixeira,71915157702,2003-04-13,Kevin Pinto Viana,6345,2023-07-11,breno_teixeira@mail.com,1
3154,Raul Nogueira,69893918515,1995-11-29,Davi Barros Ferreira,932737,2019-08-02,raul_nogueira@mail.com,3
3155,Mirella Costela,84140504412,2003-04-29,Ana Carolina Dias Nogueira,645254,2020-02-02,mirella_costela@mail.com,1
3156,Eloah Viana,85584001807,2004-09-02,Maria Cecília Farias da Conceição,316296,2021-06-04,eloah_viana@mail.com,6
3157,Miguel da Rosa,56679227463,1996-04-22,Pietra Aragão Carvalho,439253,2023-06-29,miguel_da@mail.com,6
3158,Diego Silva,60298872236,2003-03-09,Ryan Jesus Nascimento,100165,2023-06-20,diego_silva@mail.com,1
3159,Gabrielly Lima,75552662944,1989-08-27,Danilo Costela Cardoso,465971,2020-07-01,gabrielly_lima@mail.com,1
3160,Eloah Mendes,74260814692,1992-11-21,Luiz Gustavo Carvalho da Luz,290331,2022-09-25,eloah_mendes@mail.com,1
3161,Rebeca da Cruz,6255346584,1986-02-27,Luiza da Mata Teixeira,385114,2019-07-16,rebeca_da@mail.com,4
3162,Augusto Araújo,44171529604,2004-06-11,Manuela Peixoto Porto,334647,2022-10-20,augusto_araújo@mail.com,6
3163,Yasmin Viana,55911518767,1998-09-21,João Miguel Cavalcanti Ferreira,429816,2019-01-18,yasmin_viana@mail.com,2
3164,Julia Ferreira,88430457177,1987-07-23,Natália Costa Fernandes,204877,2021-08-16,julia_ferreira@mail.com,4
3165,Lucca Jesus,64694226814,1998-07-08,Isabella da Costa Peixoto,832470,2023-10-28,lucca_jesus@mail.com,1
3166,Mirella Pereira,85402709466,1997-02-02,Nicole Lopes Cavalcanti,512437,2023-06-03,mirella_pereira@mail.com,1
3167,Clarice Correia,32521052792,1995-04-11,Erick Teixeira Melo,582607,2021-06-18,clarice_correia@mail.com,5
3168,Nicole Caldeira,46914312248,1994-10-01,Mariana Santos Caldeira,799837,2021-03-06,nicole_caldeira@mail.com,1
3169,Vinicius Ferreira,80894859339,1991-02-23,João Gabriel Almeida da Mata,40445,2021-10-06,vinicius_ferreira@mail.com,2
3170,Letícia Santos,61086888384,1996-09-02,Maitê da Rosa Carvalho,126281,2019-10-29,letícia_santos@mail.com,4
3171,Thales Costa,39791585672,1985-05-04,Pedro da Cunha Castro,545569,2021-02-10,thales_costa@mail.com,3
3172,Caio Costa,89728365922,1987-10-16,Maria Cecília Viana Alves,507960,2020-09-06,caio_costa@mail.com,5
3173,Ana Lívia Jesus,7954986927,2002-05-06,Isabel Oliveira Campos,102002,2022-07-23,ana_lívia@mail.com,5
3174,Isabella Almeida,33572626634,1986-09-16,Henrique Lima da Costa,753379,2023-02-16,isabella_almeida@mail.com,6
3175,Ana Vitória Mendes,36848945607,1987-06-27,Cauã Correia Vieira,341966,2020-04-08,ana_vitória@mail.com,2
3176,Lucas Teixeira,36055445475,2005-09-30,Milena Jesus Dias,93961,2023-04-19,lucas_teixeira@mail.com,6
3177,Juliana Dias,68737880741,1999-10-11,Pietro Ribeiro das Neves,238025,2022-03-25,juliana_dias@mail.com,3
3178,Samuel Jesus,5279463349,1983-10-13,Antônio Silveira Barros,850819,2023-06-03,samuel_jesus@mail.com,4
3179,Miguel Cunha,63657888406,1990-09-25,Alice Lopes Ribeiro,912834,2019-11-26,miguel_cunha@mail.com,3
3180,Maysa Nascimento,52566018694,1988-03-10,Gustavo Rocha da Mota,9091,2019-07-30,maysa_nascimento@mail.com,5
3181,Eloah Farias,55844240288,2002-06-01,Eloah Barros Cavalcanti,5530,2020-06-16,eloah_farias@mail.com,4
3182,Emanuel Martins,37809816073,1985-04-11,Amanda Mendes Vieira,415276,2020-10-20,emanuel_martins@mail.com,5
3183,Elisa da Mota,76877740867,1992-03-28,Paulo Moreira Peixoto,198184,2019-03-09,elisa_da@mail.com,2
3184,Stella Moreira,59871487215,1988-11-30,João Pedro da Mata Fernandes,311174,2020-10-06,stella_moreira@mail.com,2
3185,Ana Vitória Castro,68789671135,1995-11-09,Ryan Gomes Almeida,37149,2023-05-30,ana_vitória@mail.com,3
3186,Gustavo Pereira,89192637709,1990-08-13,Nina Moreira das Neves,620823,2023-02-07,gustavo_pereira@mail.com,3
3187,Alícia Cardoso,42039113408,2002-01-20,Ana Julia Almeida Nunes,438495,2021-10-02,alícia_cardoso@mail.com,5
3188,Diego Caldeira,84906782660,1990-07-27,Pietro Pereira Santos,838383,2022-07-27,diego_caldeira@mail.com,5
3189,Ana Carolina Costela,7143880083,1997-04-11,Eduardo Martins Ferreira,101240,2023-07-25,ana_carolina@mail.com,6
3190,Bruna da Rosa,28261641788,1986-03-07,Letícia Alves Silveira,183303,2019-11-27,bruna_da@mail.com,2
3191,Ana Lívia Cardoso,92488212335,1993-07-15,Stella Moreira da Cruz,921485,2019-08-09,ana_lívia@mail.com,3
3192,Vicente Souza,41027070617,1992-11-15,Diogo Porto Ribeiro,676825,2023-11-22,vicente_souza@mail.com,4
3193,Alexia Silveira,16233579672,2004-12-12,João Guilherme Pinto Costela,970650,2020-12-17,alexia_silveira@mail.com,1
3194,Stella Novaes,33737972626,1987-11-23,Heitor da Mata Dias,615771,2023-03-04,stella_novaes@mail.com,5
3195,Luiz Miguel Sales,74685300196,1999-10-03,Milena Gomes Oliveira,993470,2023-07-21,luiz_miguel@mail.com,2
3196,Luana Pereira,46066621912,2003-06-29,Camila Cavalcanti Viana,601144,2019-07-26,luana_pereira@mail.com,1
3197,Ana Laura Rodrigues,73775669936,1989-01-30,Otávio Fogaça Peixoto,172355,2021-04-04,ana_laura@mail.com,3
3198,Nicole Peixoto,28587742715,1986-03-05,Davi Lucas Pires da Mota,395267,2021-10-18,nicole_peixoto@mail.com,5
3199,Igor da Conceição,90255350509,1998-01-03,Guilherme Porto Jesus,841438,2023-11-28,igor_da@mail.com,4
3200,Clarice Costela,10434625146,1995-04-09,Luigi Araújo Pires,156045,2019-01-07,clarice_costela@mail.com,4
3201,Carolina Ramos,87311423071,1986-04-07,Yuri Nogueira Porto,716962,2019-01-13,carolina_ramos@mail.com,5
3202,Francisco Silva,2061002426,1994-05-16,Manuela Fernandes Almeida,953754,2023-10-22,francisco_silva@mail.com,1
3203,Emanuelly Costa,17607046373,2002-05-01,Antônio Castro Silveira,828409,2020-05-23,emanuelly_costa@mail.com,3
3204,Maria Vitória da Rosa,37499430674,1987-11-17,Milena Jesus Rezende,238963,2019-11-05,maria_vitória@mail.com,4
3205,Ana Vitória Ribeiro,90920259873,1985-12-03,Maria Clara Pereira Nogueira,801009,2022-09-23,ana_vitória@mail.com,2
3206,Bernardo da Cruz,91449803579,1987-02-27,Isis Moreira da Mota,986100,2022-12-20,bernardo_da@mail.com,6
3207,Helena Moura,56938778676,1993-10-13,Ryan Nascimento Araújo,406101,2023-10-15,helena_moura@mail.com,5
3208,Erick Oliveira,27601389981,1997-09-01,Ana Luiza Carvalho da Conceição,115488,2019-05-22,erick_oliveira@mail.com,4
3209,Enzo Gabriel Costa,24606562550,2002-08-03,Marcos Vinicius Barros Vieira,569631,2022-01-06,enzo_gabriel@mail.com,6
3210,Vicente Gonçalves,14437230329,2000-09-26,Luiz Fernando Ribeiro Nascimento,805852,2021-08-21,vicente_gonçalves@mail.com,4
3211,Bruno Silveira,39894999913,1989-10-26,Theo da Costa Araújo,116660,2020-03-10,bruno_silveira@mail.com,3
3212,Henrique Costa,77300327838,1996-09-05,Sofia Monteiro Nascimento,383568,2023-08-16,henrique_costa@mail.com,6
3213,Vinicius Lima,75984660849,1987-09-14,João Felipe da Mata Jesus,460417,2022-07-28,vinicius_lima@mail.com,2
3214,Vinicius Jesus,11334515799,1987-10-18,Sabrina Ramos Costa,622458,2022-07-19,vinicius_jesus@mail.com,2
3215,Nicolas Rodrigues,4024825971,2000-07-26,Emilly Caldeira da Mota,489419,2023-11-08,nicolas_rodrigues@mail.com,1
3216,Benício da Conceição,34160389756,1991-10-02,Luiza Silveira Souza,464347,2020-08-08,benício_da@mail.com,2
3217,Gustavo Henrique Peixoto,13653574224,2000-01-17,Danilo Gonçalves Duarte,426340,2020-11-06,gustavo_henrique@mail.com,1
3218,Caio Lima,63414763896,1984-04-06,Ana Vitória Cavalcanti Caldeira,988126,2022-03-05,caio_lima@mail.com,4
3219,Miguel da Rosa,14334581506,1989-08-29,Murilo Lopes Silveira,301198,2019-09-01,miguel_da@mail.com,6
3220,João Guilherme Rodrigues,62425596828,1987-12-05,João Lucas Nascimento Caldeira,970721,2021-07-28,joão_guilherme@mail.com,2
3221,Alexandre Costa,15078683561,1996-07-11,Julia Nunes Azevedo,138171,2023-04-21,alexandre_costa@mail.com,6
3222,Gabriela Monteiro,92261231323,1990-11-19,Benjamin Ramos Lopes,211308,2023-06-26,gabriela_monteiro@mail.com,4
3223,Daniel Barbosa,36998420268,2002-04-26,Carlos Eduardo Ramos Ramos,490062,2019-02-12,daniel_barbosa@mail.com,4
3224,Amanda Rocha,11963618534,1992-07-13,Renan da Conceição da Cruz,556306,2022-11-26,amanda_rocha@mail.com,3
3225,Isabella Lima,47639906539,1995-09-07,Danilo Ramos Santos,749548,2019-02-08,isabella_lima@mail.com,2
3226,Heloísa Porto,52297233514,1985-03-09,Anthony Oliveira Oliveira,526122,2021-09-03,heloísa_porto@mail.com,5
3227,Renan Nascimento,29234132571,1990-09-19,Catarina Pires Jesus,331704,2020-08-10,renan_nascimento@mail.com,2
3228,Bruna Costela,99859174678,1996-02-09,Clara Campos Silva,38783,2019-11-29,bruna_costela@mail.com,3
3229,Sarah Cunha,85529462766,1994-11-09,Isadora da Paz Alves,474888,2022-03-30,sarah_cunha@mail.com,4
3230,Clarice Ramos,21747279055,2005-02-08,Mariane Campos Nunes,958580,2019-02-25,clarice_ramos@mail.com,5
3231,Sabrina Porto,43575934771,2003-08-24,João Pinto Santos,590724,2020-01-02,sabrina_porto@mail.com,3
3232,Maria Cecília Porto,69408131051,2004-02-24,Marcelo Costela Pereira,740585,2019-12-24,maria_cecília@mail.com,3
3233,Heitor Martins,97990614936,1997-04-16,Lucca da Rosa Pinto,30837,2023-10-30,heitor_martins@mail.com,5
3234,Davi Oliveira,28066791933,1999-06-21,Davi Lucca Vieira Castro,672085,2021-01-19,davi_oliveira@mail.com,2
3235,Yago Dias,49957213856,1991-05-20,Lucas Lopes Mendes,664539,2023-11-27,yago_dias@mail.com,6
3236,Agatha Mendes,43077616198,1986-10-07,Juliana Pinto Moreira,970912,2019-08-24,agatha_mendes@mail.com,4
3237,Evelyn Barbosa,55205388875,1990-07-16,Ana da Cruz Rezende,322543,2019-01-01,evelyn_barbosa@mail.com,6
3238,Maria Clara Pires,14742052432,1987-06-03,Gustavo Vieira Sales,483198,2021-02-04,maria_clara@mail.com,2
3239,Nina Freitas,72186696608,1988-12-08,Gabrielly Correia Santos,392252,2023-06-05,nina_freitas@mail.com,3
3240,Lívia Carvalho,27498353697,1987-10-05,Vitória Fernandes Correia,365108,2019-12-17,lívia_carvalho@mail.com,1
3241,Isaac Araújo,26489309649,1990-09-04,Mirella Jesus Rezende,164160,2023-09-26,isaac_araújo@mail.com,1
3242,Isabella Lima,88566843077,1986-04-22,Vitor Hugo da Mata Duarte,206645,2022-12-29,isabella_lima@mail.com,1
3243,Helena Costa,11585050203,1990-01-20,Daniela Azevedo da Cruz,792852,2021-07-22,helena_costa@mail.com,6
3244,Luna Cardoso,33263023891,1994-05-01,Yuri Rodrigues Caldeira,820441,2020-01-16,luna_cardoso@mail.com,6
3245,João Pedro Viana,93778511379,1990-07-04,Stephany Gonçalves Oliveira,9972,2021-08-16,joão_pedro@mail.com,6
3246,Isabelly Barros,67777871789,1992-06-14,Daniel Pereira Rezende,818871,2021-12-10,isabelly_barros@mail.com,6
3247,Isabel Silveira,53506072002,1996-09-28,Maria Fernanda Rocha Carvalho,255110,2019-12-19,isabel_silveira@mail.com,2
3248,João Miguel Ribeiro,87283244522,1996-09-08,Pietra Oliveira Freitas,875893,2021-01-23,joão_miguel@mail.com,1
3249,Clara Aragão,27354091810,1996-12-24,Danilo Silveira Costa,218543,2022-07-16,clara_aragão@mail.com,5
3250,Erick Teixeira,8160311299,1988-02-18,Luiz Miguel Peixoto Barros,725885,2019-04-13,erick_teixeira@mail.com,4
3251,João Guilherme Aragão,60285790828,2004-05-06,Luiz Gustavo Carvalho da Costa,728738,2023-11-03,joão_guilherme@mail.com,6
3252,Marcos Vinicius da Rocha,807799729,1987-07-23,Joana das Neves Pereira,328057,2019-05-19,marcos_vinicius@mail.com,1
3253,Luigi Pires,49696805873,1990-08-16,João da Conceição da Conceição,662932,2023-07-05,luigi_pires@mail.com,1
3254,Davi Luiz Teixeira,87499381842,1996-08-08,Elisa Araújo da Cunha,922312,2021-09-27,davi_luiz@mail.com,3
3255,Lara Martins,57289390284,1989-11-03,Lara Porto Silva,20936,2023-06-29,lara_martins@mail.com,6
3256,Alana Barbosa,10580571523,1986-06-08,André Cardoso da Rosa,110474,2019-10-11,alana_barbosa@mail.com,6
3257,Caroline Aragão,82016598223,1995-02-27,Sarah Jesus Rodrigues,186890,2023-03-03,caroline_aragão@mail.com,4
3258,Rodrigo Pinto,75250035419,1991-06-30,Heitor Barbosa Pinto,238663,2019-12-24,rodrigo_pinto@mail.com,1
3259,João Guilherme Peixoto,16175384365,2003-12-07,Caroline Farias Teixeira,175293,2019-03-18,joão_guilherme@mail.com,3
3260,Benjamin Souza,19726293049,1993-02-28,Mirella Pereira Nogueira,596738,2021-05-03,benjamin_souza@mail.com,1
3261,Pedro Miguel Nascimento,66457874995,1992-07-18,Camila Monteiro Campos,5926,2021-09-05,pedro_miguel@mail.com,5
3262,Luiz Gustavo Carvalho,46220651295,1984-04-06,Laís Pinto Moura,865523,2019-06-11,luiz_gustavo@mail.com,1
3263,Enzo Castro,82118714043,1996-11-02,Kaique Pires Nogueira,52965,2020-01-20,enzo_castro@mail.com,5
3264,Evelyn da Cunha,7777452660,1983-11-06,Ana Araújo Farias,825842,2021-06-15,evelyn_da@mail.com,3
3265,Murilo da Conceição,45690206956,1986-05-22,Laís da Luz Rocha,108527,2020-09-07,murilo_da@mail.com,3
3266,João Guilherme Fernandes,39711429014,1993-09-08,Otávio Cardoso Jesus,790253,2022-11-21,joão_guilherme@mail.com,2
3267,Sofia Carvalho,40482818169,1998-01-12,Lucas Gabriel Viana Duarte,121997,2020-08-26,sofia_carvalho@mail.com,2
3268,Henrique Lima,4752700207,1987-08-12,Laura Pires Lopes,739522,2022-05-31,henrique_lima@mail.com,4
3269,Alice da Cunha,42687888755,1988-03-26,Alexandre Mendes das Neves,170355,2019-06-30,alice_da@mail.com,1
3270,Cauã Martins,21467977870,1984-02-03,Antônio Vieira da Mota,845954,2021-11-18,cauã_martins@mail.com,4
3271,João Guilherme Araújo,37348635210,1995-06-14,Kevin Nascimento Azevedo,279394,2023-05-24,joão_guilherme@mail.com,6
3272,Maysa Caldeira,55042983810,2002-08-06,Emanuel Gonçalves Pereira,644350,2023-03-03,maysa_caldeira@mail.com,2
3273,Noah Nogueira,21471747296,1993-02-19,Caroline Correia Monteiro,247250,2020-08-13,noah_nogueira@mail.com,6
3274,Eduardo Lopes,44155133200,2004-01-19,Davi Lucas Cardoso Viana,293758,2022-02-20,eduardo_lopes@mail.com,1
3275,Gustavo Henrique Oliveira,59484167466,2002-10-03,Maria Fernanda Silveira da Mata,111344,2022-05-30,gustavo_henrique@mail.com,6
3276,Pedro Ferreira,12804630088,1993-05-06,Carolina Barros Duarte,660559,2020-01-04,pedro_ferreira@mail.com,6
3277,Vitor Gabriel Costa,72907626281,1992-07-17,Ian da Cunha Gonçalves,371867,2022-08-06,vitor_gabriel@mail.com,6
3278,Calebe da Paz,10152380308,1999-02-22,Milena Santos Campos,719026,2019-08-19,calebe_da@mail.com,2
3279,Lucca Duarte,40794832231,1996-06-09,Lucas Nascimento Azevedo,531201,2020-10-06,lucca_duarte@mail.com,2
3280,Catarina Silva,41827090488,1991-04-03,Paulo da Mota Porto,954117,2021-12-02,catarina_silva@mail.com,3
3281,Raquel Santos,1747497143,2004-11-01,Luiz Otávio Monteiro Moura,956391,2023-04-07,raquel_santos@mail.com,4
3282,Vitor Correia,44174405285,1990-07-31,Ana Lívia Novaes Pinto,995201,2022-06-01,vitor_correia@mail.com,6
3283,Luiz Otávio Caldeira,95282888010,1998-04-03,Sophie Farias Jesus,158434,2023-09-13,luiz_otávio@mail.com,2
3284,Pedro Miguel Rezende,83859040366,1985-11-14,Arthur Teixeira Cardoso,145814,2021-01-25,pedro_miguel@mail.com,4
3285,Gabrielly Oliveira,47674663633,1984-09-20,Isabella Costela Sales,87780,2020-09-12,gabrielly_oliveira@mail.com,5
3286,Cauê Rocha,13371840309,2000-02-02,Rafael Santos Freitas,907832,2021-12-29,cauê_rocha@mail.com,6
3287,Benício Oliveira,38545781385,1993-11-07,Marina Silveira da Cruz,174930,2020-12-18,benício_oliveira@mail.com,2
3288,Luana Dias,46248202616,2001-04-27,Caroline Pires Moura,906099,2019-05-28,luana_dias@mail.com,1
3289,Arthur Fogaça,22006239767,1987-06-25,Julia Jesus Porto,87914,2018-12-14,arthur_fogaça@mail.com,1
3290,Gabrielly Castro,28245471727,1990-08-25,Kamilly da Mata da Cunha,789675,2021-10-17,gabrielly_castro@mail.com,1
3291,Luiz Felipe Costela,30403381424,1990-03-13,Beatriz Barros Cardoso,388770,2023-08-08,luiz_felipe@mail.com,1
3292,Otávio Oliveira,34570529793,1996-05-05,Julia da Costa Fernandes,79725,2021-08-11,otávio_oliveira@mail.com,6
3293,Ana Lívia Cardoso,76281343936,1991-10-15,Manuela Nascimento Rezende,108540,2022-08-07,ana_lívia@mail.com,1
3294,Luana Santos,76256459859,1990-12-15,Thales Lopes Rocha,45806,2019-10-04,luana_santos@mail.com,5
3295,Juan da Conceição,76075956325,1992-02-04,Laura Nogueira da Rocha,578440,2021-12-30,juan_da@mail.com,1
3296,Vinicius Viana,81326104709,1998-05-10,Luigi Ribeiro Costa,566707,2021-06-08,vinicius_viana@mail.com,5
3297,Joaquim Farias,98227192329,2004-12-06,Maria Sophia Cardoso da Paz,932973,2022-10-07,joaquim_farias@mail.com,5
3298,Esther Pereira,41000035362,1993-02-20,Pedro Miguel Costa Rezende,857306,2020-12-02,esther_pereira@mail.com,5
3299,Giovanna Porto,76907056273,1985-12-01,Benício Vieira Ramos,287,2019-08-05,giovanna_porto@mail.com,2
3300,Bruno Almeida,41480363400,1998-11-06,Enzo Gabriel Peixoto Lopes,734788,2021-10-21,bruno_almeida@mail.com,1
3301,Beatriz Gonçalves,8292668569,1995-09-08,Calebe Souza Correia,633534,2022-03-11,beatriz_gonçalves@mail.com,5
3302,Manuela da Cunha,59605402670,1987-07-21,Bianca Barros da Rocha,568553,2022-02-09,manuela_da@mail.com,4
3303,Alexandre Caldeira,90593605484,2000-10-31,Maria Julia Pires Novaes,592932,2020-12-21,alexandre_caldeira@mail.com,5
3304,Camila Fogaça,35791107306,1984-10-09,Daniel da Rosa Martins,360243,2023-10-15,camila_fogaça@mail.com,1
3305,Júlia Fernandes,7477943191,1983-11-18,Igor Gomes da Costa,970867,2023-02-08,júlia_fernandes@mail.com,6
3306,Maria Julia Nascimento,9177879696,1999-01-11,Gabrielly Cavalcanti Pereira,51694,2023-08-28,maria_julia@mail.com,1
3307,Samuel da Rosa,81366849967,1995-09-04,Isadora Freitas Melo,406735,2020-07-10,samuel_da@mail.com,3
3308,Isis Silva,12902122360,1996-12-03,Lucca Viana Ferreira,426946,2021-12-13,isis_silva@mail.com,5
3309,Miguel Barbosa,68253053502,1996-04-11,Pedro Lucas Mendes Jesus,840768,2021-11-04,miguel_barbosa@mail.com,1
3310,Igor Teixeira,64607152270,2001-12-26,Igor Rezende Cunha,390727,2019-12-03,igor_teixeira@mail.com,2
3311,Heloísa Campos,50721418771,1988-08-08,Matheus Fogaça Pires,630361,2019-10-18,heloísa_campos@mail.com,5
3312,Noah Carvalho,74758152169,1995-03-17,Ryan da Paz Vieira,826051,2022-02-16,noah_carvalho@mail.com,6
3313,Agatha Costa,34818831433,1994-12-06,Ana Lívia Cunha Azevedo,738661,2021-06-01,agatha_costa@mail.com,2
3314,Guilherme Freitas,77991481952,1992-08-25,Davi Gomes Silveira,883880,2020-12-21,guilherme_freitas@mail.com,3
3315,Ana Julia da Rocha,77050240849,2001-02-23,Gustavo da Cunha da Paz,237553,2022-04-03,ana_julia@mail.com,6
3316,Larissa Santos,9653264424,1991-11-24,Camila da Mata Moreira,358561,2019-03-20,larissa_santos@mail.com,3
3317,Pedro Miguel Mendes,22909625413,2000-12-30,Maria Fernanda Nascimento Teixeira,414940,2020-01-03,pedro_miguel@mail.com,1
3318,Luana Ferreira,86694469805,1998-04-05,Alícia Martins Alves,873004,2023-03-08,luana_ferreira@mail.com,3
3319,Raquel Porto,81252892012,2002-10-11,Vitor Hugo Peixoto Araújo,98449,2020-12-14,raquel_porto@mail.com,5
3320,Marcelo Farias,86345480507,1996-07-22,Erick Cardoso Nunes,745380,2022-11-09,marcelo_farias@mail.com,5
3321,Maria Alice Martins,3488579543,1986-10-10,Ryan Mendes Souza,283463,2023-02-01,maria_alice@mail.com,2
3322,Rodrigo da Rocha,27789794217,1988-07-25,Alana Moraes Castro,909265,2020-06-26,rodrigo_da@mail.com,5
3323,Ana Melo,97619232146,1990-07-14,Davi Lucca Monteiro Araújo,61438,2022-10-24,ana_melo@mail.com,6
3324,Arthur Cunha,22018843158,1995-05-09,Lucas Martins Moreira,25570,2019-02-08,arthur_cunha@mail.com,1
3325,Lívia Almeida,71650569102,2001-07-04,Vicente Vieira Cavalcanti,575133,2020-04-24,lívia_almeida@mail.com,5
3326,Lara Ribeiro,1751962237,2000-04-28,Fernanda Caldeira Barros,759056,2023-07-21,lara_ribeiro@mail.com,6
